KPIs_met >80%,awards_won?,department,avg_training_score,gender,region,length_of_service,education,age,recruitment_channel,previous_year_rating_bin,no_of_trainings_bin,KMeans_Clusters,is_promoted
0,0,4,48,0,8,3,1,32,2,4,0,0,0
0,0,4,45,0,21,1,0,30,0,0,0,0,0
0,0,4,48,0,15,8,1,33,0,1,0,0,0
0,1,7,62,0,0,10,0,55,0,3,0,0,0
1,0,3,70,1,0,3,0,58,2,4,0,1,1
0,0,5,78,0,0,6,1,43,2,2,1,1,0
0,0,1,88,0,20,3,2,30,0,2,0,1,0
0,0,4,45,0,1,4,0,28,2,1,3,0,0
0,0,5,81,1,8,4,0,26,0,2,0,1,0
0,0,4,47,1,13,2,0,26,0,3,0,0,0
1,1,3,69,1,0,2,3,26,0,3,0,1,0
0,0,3,72,0,8,5,0,32,2,2,0,1,0
0,0,5,83,0,18,2,0,29,0,1,0,1,0
1,0,5,74,0,10,4,0,28,2,2,1,1,0
1,0,5,81,0,0,2,3,23,1,2,0,1,1
1,0,4,53,0,15,7,0,41,0,2,0,0,0
1,0,3,68,0,0,7,1,38,2,4,0,1,1
0,0,4,48,0,11,5,0,32,0,1,1,0,0
0,0,6,48,0,13,5,0,29,2,2,0,0,0
0,0,4,48,0,7,9,0,35,2,4,0,0,0
0,0,6,51,1,0,1,3,21,1,0,0,0,0
0,0,6,45,0,3,9,0,38,0,2,0,0,0
0,0,4,51,0,0,2,2,26,2,3,0,0,0
0,0,2,59,0,0,13,0,57,2,2,0,0,0
0,0,4,50,0,17,4,0,45,2,1,0,0,0
1,0,3,93,0,13,2,0,26,2,2,1,1,1
0,0,6,51,1,13,1,0,25,0,0,0,0,0
0,0,6,53,1,0,13,0,45,0,3,0,0,0
0,0,7,64,0,0,3,0,40,0,3,0,0,0
0,0,2,57,0,0,9,1,36,2,2,0,0,0
0,0,4,50,0,0,2,1,41,0,1,0,0,0
1,0,3,72,0,23,7,1,34,0,4,0,1,0
0,0,4,47,0,1,7,0,33,2,1,0,0,0
0,0,5,73,0,13,11,0,33,2,4,0,1,0
0,0,5,83,0,1,1,0,26,2,1,0,1,0
0,0,5,82,0,3,1,0,28,2,0,1,1,0
0,0,2,60,0,6,4,0,29,0,1,0,0,0
0,0,4,49,0,3,2,2,24,2,4,0,0,0
0,0,4,49,1,0,3,0,26,2,3,0,0,0
0,0,1,83,0,0,3,0,29,2,2,0,1,0
1,0,3,71,1,3,6,1,34,2,2,0,1,0
1,0,5,80,1,3,11,1,42,0,4,0,1,0
1,0,1,86,0,14,3,2,28,0,4,0,1,1
0,0,3,67,1,1,3,1,35,0,1,0,1,0
0,0,4,49,1,7,9,0,31,0,1,0,0,0
1,0,5,81,0,17,7,0,31,0,4,0,1,1
1,0,4,50,0,7,10,1,36,2,4,0,0,0
0,0,2,61,0,0,17,0,50,0,2,0,0,0
1,0,0,54,0,0,5,0,31,2,1,1,0,0
0,0,5,83,1,0,1,2,29,0,0,0,1,0
0,0,3,79,1,0,3,0,32,0,4,1,1,1
0,0,5,80,0,24,3,0,26,2,3,0,1,0
0,0,6,51,1,3,5,0,29,2,3,0,0,0
1,0,5,77,0,12,6,0,32,2,1,0,1,0
1,0,2,60,0,7,8,1,36,0,1,0,0,0
0,0,5,76,0,0,10,0,38,0,3,0,1,0
1,0,5,76,1,3,8,1,38,0,3,0,1,0
1,0,1,84,1,1,7,0,29,2,3,1,1,0
0,0,0,55,0,0,1,0,24,2,0,0,0,0
1,0,6,49,0,16,3,0,33,2,1,0,0,0
0,0,5,80,0,0,19,1,46,0,2,0,1,0
0,0,5,81,1,15,1,0,28,0,0,0,1,0
0,0,4,57,0,14,3,0,30,0,4,0,0,0
1,0,4,50,0,18,3,1,36,2,4,0,0,0
1,0,2,58,1,7,8,0,30,1,1,0,0,0
0,0,3,63,1,0,19,1,44,1,2,0,0,0
0,0,4,48,0,3,5,0,32,2,1,0,0,0
1,0,3,71,0,16,5,1,35,0,3,1,1,0
0,0,2,57,0,15,1,0,26,0,0,0,0,0
0,0,2,56,0,7,2,0,25,2,2,0,0,0
1,1,4,92,0,0,2,0,29,2,2,1,1,1
0,0,3,71,1,0,31,1,60,0,2,0,1,0
1,0,3,68,1,0,4,0,32,0,3,0,1,0
0,0,5,81,1,15,2,0,28,2,2,0,1,0
1,0,4,45,0,3,6,0,32,2,3,0,0,0
0,0,5,78,1,0,18,0,46,0,1,0,1,0
0,0,4,47,0,29,3,0,29,2,2,0,0,0
1,0,4,49,0,22,3,2,25,0,4,1,0,0
1,0,4,49,1,23,1,0,30,2,0,0,0,0
0,0,6,50,1,0,6,0,48,2,3,0,0,0
0,0,4,51,0,13,7,2,36,2,2,0,0,0
1,0,3,69,1,0,9,0,34,0,4,0,1,0
1,0,2,56,1,17,8,0,36,2,3,0,0,0
1,0,2,58,1,31,5,0,32,0,4,0,0,0
0,0,4,47,0,29,4,0,30,2,4,0,0,0
0,0,2,57,0,17,4,1,45,2,4,1,0,0
1,0,1,80,0,27,7,0,29,0,4,0,1,0
0,0,3,68,1,7,5,0,38,0,1,1,1,0
0,0,2,78,0,7,2,0,32,2,4,1,1,1
0,0,5,79,1,0,13,1,41,2,2,1,1,0
0,0,2,61,0,16,9,1,52,2,4,0,0,0
0,0,5,79,1,0,5,2,31,0,3,0,1,0
1,0,2,56,0,29,8,1,36,0,3,0,0,0
0,0,1,82,0,2,9,0,36,0,1,0,1,0
0,0,4,52,0,3,4,0,29,0,4,0,0,0
0,0,4,52,1,0,15,0,48,2,2,0,0,0
1,0,5,76,0,5,7,1,32,0,3,0,1,0
0,0,2,57,0,9,4,0,28,2,3,0,0,0
0,0,0,63,1,0,2,0,32,2,2,0,0,0
1,0,5,82,0,1,6,1,37,2,3,0,1,1
0,0,4,48,0,18,2,0,26,2,1,0,0,0
0,0,3,71,0,1,1,0,27,2,0,3,1,0
1,0,4,53,0,13,5,1,33,0,2,1,0,1
1,0,1,77,0,0,5,2,32,2,3,0,1,0
1,0,2,58,0,0,4,1,37,0,2,0,0,0
0,0,4,48,0,3,6,0,50,2,4,0,0,0
0,0,1,84,0,20,4,0,28,0,3,0,1,0
0,0,4,48,0,12,7,1,44,2,3,0,0,0
1,0,0,58,0,16,3,0,27,0,1,0,0,0
0,0,4,54,0,27,6,0,30,0,1,0,0,0
0,0,4,50,0,23,4,0,52,2,2,0,0,0
0,0,4,46,1,19,7,0,29,2,1,0,0,0
1,0,5,83,0,3,2,0,29,0,4,1,1,0
1,0,1,81,0,1,3,2,29,2,3,0,1,0
0,0,2,74,0,25,9,0,36,2,4,0,1,1
1,0,2,59,1,0,5,1,58,0,3,0,0,0
0,0,2,60,1,31,3,0,29,0,2,0,0,0
1,0,4,47,0,18,4,0,36,2,4,0,0,0
0,0,2,59,1,23,2,0,26,0,2,0,0,0
0,0,4,50,0,0,10,2,47,2,2,1,0,0
1,0,1,84,0,5,4,1,30,2,2,1,1,0
1,0,5,80,0,3,6,1,31,2,2,0,1,0
0,0,4,49,1,1,1,0,27,2,0,1,0,0
0,0,5,78,0,22,3,0,30,2,1,0,1,0
0,0,3,69,1,13,7,0,31,2,3,0,1,0
0,0,2,61,0,17,6,1,33,0,2,1,0,0
0,0,5,74,1,3,9,1,34,2,1,0,1,0
1,0,3,71,0,0,8,1,48,0,2,0,1,0
0,0,2,55,0,10,3,0,27,0,3,0,0,0
0,0,1,81,0,13,3,0,28,2,1,0,1,0
0,0,2,60,0,4,10,0,42,0,3,0,0,0
0,0,2,61,1,22,3,0,33,0,2,0,0,0
0,0,4,49,0,22,2,2,24,2,3,1,0,0
1,1,1,80,0,31,6,0,34,2,4,1,1,0
0,0,2,54,1,3,5,1,35,2,1,0,0,0
1,0,1,88,0,1,7,1,36,0,4,0,1,0
0,0,4,43,1,13,2,0,28,2,4,0,0,0
0,0,5,81,0,1,4,1,36,2,2,0,1,0
0,0,5,82,1,14,3,0,28,2,1,0,1,0
0,0,4,50,0,9,6,0,34,0,3,0,0,0
0,0,7,61,0,3,5,0,35,2,2,0,0,0
1,0,3,67,1,17,3,0,32,0,4,0,1,0
0,0,0,60,0,26,3,0,26,0,1,0,0,0
0,0,4,54,0,1,2,0,25,2,3,0,0,0
0,0,4,45,0,7,3,0,38,0,1,0,0,0
1,0,4,47,0,22,4,0,33,2,4,0,0,0
1,0,3,69,1,0,7,0,31,0,4,0,1,0
1,0,8,88,0,0,12,1,43,0,1,1,1,0
1,0,1,86,0,7,1,0,28,0,0,0,1,1
0,0,3,69,0,0,13,0,54,2,1,0,1,0
0,0,4,52,0,0,2,2,22,0,1,0,0,0
1,0,1,85,0,1,2,0,26,0,4,1,1,0
1,0,1,85,0,0,6,0,32,2,2,0,1,1
1,0,6,51,1,21,5,1,36,2,4,0,0,0
1,0,5,76,0,13,4,1,42,2,1,0,1,0
0,0,4,48,0,3,12,0,49,0,3,0,0,0
0,0,4,53,0,0,8,1,32,0,3,0,0,0
0,0,2,58,1,7,3,1,34,2,4,0,0,0
0,0,4,47,0,27,2,0,32,0,3,0,0,0
0,0,6,56,1,17,2,0,29,0,1,0,0,0
0,0,2,61,1,7,5,0,34,0,3,0,0,0
1,0,4,51,0,3,7,0,59,2,1,0,0,0
0,0,4,53,0,31,1,0,28,2,0,0,0,0
1,0,6,54,0,0,2,0,23,2,2,0,0,1
0,0,5,80,0,0,8,0,34,2,2,0,1,0
0,0,4,48,0,32,1,0,29,2,0,0,0,0
0,0,5,76,0,15,9,1,41,2,2,0,1,0
0,0,4,51,0,10,2,0,27,2,1,0,0,0
0,0,6,47,0,0,9,2,41,0,3,0,0,0
0,0,4,51,1,3,9,0,36,2,1,0,0,0
0,0,3,70,1,14,6,1,32,2,2,0,1,0
0,0,2,61,0,25,11,1,43,0,2,0,0,0
0,0,4,52,1,0,15,0,60,2,2,1,0,0
1,0,2,61,1,21,6,1,31,2,2,0,0,0
1,0,1,86,0,27,3,0,30,2,4,0,1,0
0,0,3,71,0,3,4,1,37,0,3,1,1,0
0,0,4,51,0,7,10,2,34,2,3,0,0,0
0,0,0,58,0,1,3,1,31,2,3,1,0,0
1,0,3,65,0,8,6,0,33,2,1,0,0,0
1,0,4,49,1,1,3,0,27,2,3,0,0,0
1,0,3,66,0,17,5,1,32,2,4,1,0,0
0,0,5,77,1,1,2,0,34,2,1,0,1,0
1,0,2,65,0,25,3,0,39,0,4,1,0,0
0,0,8,89,0,13,2,1,29,1,2,0,1,0
0,0,4,48,0,25,7,1,35,0,2,0,0,0
0,0,0,57,0,1,12,1,39,2,2,0,0,0
1,0,4,49,0,23,10,0,51,2,4,0,0,0
0,0,4,44,0,1,3,0,29,1,4,0,0,0
1,0,6,52,1,12,1,0,30,2,0,0,0,0
0,0,5,77,0,17,14,0,44,0,2,0,1,0
1,0,2,61,1,18,4,0,30,0,4,0,0,0
0,0,5,77,0,20,9,0,30,2,2,0,1,0
0,0,4,52,0,22,10,1,36,0,3,0,0,0
1,0,2,62,1,1,5,0,30,0,2,1,0,0
1,0,3,69,0,17,7,0,35,2,3,0,1,0
0,0,2,59,0,17,11,1,43,2,1,1,0,0
0,0,4,51,0,17,3,0,39,2,3,0,0,0
0,0,5,83,0,25,2,0,27,2,2,0,1,0
1,0,0,58,0,0,3,0,35,0,4,0,0,0
0,0,2,61,1,16,8,0,36,0,2,0,0,0
0,0,4,49,0,0,1,0,28,1,0,0,0,0
0,0,4,52,1,1,6,1,29,0,1,0,0,0
0,0,5,79,0,0,13,0,55,1,4,0,1,0
0,0,5,77,0,15,4,0,34,2,2,0,1,0
0,0,4,47,1,25,7,1,36,0,2,0,0,0
0,0,3,69,0,8,8,1,38,2,2,0,1,0
0,0,2,60,0,31,3,1,34,0,1,0,0,0
0,0,4,52,0,4,1,0,24,0,0,0,0,0
1,0,2,57,0,1,4,1,40,0,3,0,0,0
0,0,5,80,0,17,19,0,49,2,4,1,1,1
0,0,1,81,0,16,2,0,25,0,2,1,1,0
0,0,4,51,0,1,6,0,27,2,3,1,0,0
0,0,7,63,0,0,15,0,49,0,3,0,0,0
0,0,6,55,0,0,7,1,57,0,4,0,0,0
0,0,2,56,0,1,5,0,38,2,3,0,0,0
0,0,3,85,0,2,6,0,30,2,2,0,1,1
0,0,4,55,0,13,3,1,38,0,1,0,0,0
1,0,5,82,1,0,5,0,32,0,2,1,1,0
0,0,2,59,1,0,2,0,26,0,2,1,0,0
0,0,1,86,0,0,10,1,33,0,2,0,1,0
0,0,4,43,1,3,11,0,38,0,2,0,0,0
1,0,2,58,0,24,4,0,26,0,4,0,0,0
0,0,4,50,1,9,3,0,28,0,1,0,0,0
1,0,2,60,1,32,2,0,32,2,2,1,0,0
0,0,3,70,0,0,7,0,30,2,2,1,1,0
0,0,2,60,0,1,6,0,40,0,1,0,0,0
0,0,5,81,0,3,6,0,43,0,2,1,1,0
0,0,2,56,0,16,4,0,27,0,2,0,0,0
0,0,3,73,0,0,16,1,46,0,1,0,1,0
1,0,2,56,0,1,4,1,36,2,3,1,0,0
1,0,3,67,0,1,5,0,30,2,1,1,1,0
0,0,2,60,0,0,10,0,34,2,3,0,0,0
0,0,4,51,0,10,16,0,45,0,2,0,0,0
0,0,4,47,1,0,7,0,32,0,1,0,0,0
0,0,4,50,0,2,9,0,38,2,1,0,0,0
0,0,2,59,1,0,15,1,56,0,2,0,0,0
0,0,2,57,0,14,10,1,33,2,2,2,0,0
0,0,4,49,0,13,4,0,47,2,1,0,0,0
1,0,5,80,0,0,1,0,25,1,0,1,1,0
0,0,4,51,0,17,7,0,43,0,1,0,0,0
1,0,2,58,1,12,10,1,42,2,4,0,0,0
1,0,1,86,0,1,4,0,30,2,2,0,1,0
1,0,3,72,1,24,5,0,30,2,2,0,1,1
0,0,5,80,0,24,12,1,42,0,2,0,1,1
1,1,5,96,0,16,7,1,36,0,3,0,1,1
0,0,2,56,0,28,2,0,28,2,1,0,0,0
0,0,4,48,0,16,4,0,27,0,3,0,0,0
0,0,7,60,0,7,2,0,27,0,4,0,0,0
0,0,1,84,0,14,3,0,30,2,2,0,1,0
0,0,4,53,0,9,4,0,30,2,1,1,0,0
0,0,4,50,0,10,18,0,45,2,2,0,0,0
1,0,1,82,0,8,7,0,36,0,2,1,1,0
1,0,2,59,1,0,7,0,32,0,2,1,0,1
0,0,1,85,0,15,7,1,36,2,2,1,1,0
0,0,5,83,1,8,6,0,34,0,2,0,1,0
0,0,4,47,0,19,2,1,29,0,1,1,0,0
0,0,4,48,1,1,9,0,30,2,3,0,0,0
1,0,5,76,1,18,1,3,23,2,0,0,1,0
1,0,7,64,0,1,1,0,27,0,0,0,0,0
1,0,2,60,0,7,3,0,48,0,2,0,0,0
0,0,6,47,1,0,9,0,31,2,3,0,0,0
0,0,4,46,0,17,10,1,37,0,3,0,0,0
0,0,3,69,0,1,5,0,29,2,1,3,1,0
1,0,1,86,0,20,4,0,28,2,4,1,1,0
1,0,4,58,0,0,11,0,38,2,4,0,0,1
1,0,2,61,0,23,6,0,32,2,3,0,0,0
0,0,3,72,1,29,9,1,36,0,2,0,1,0
1,1,3,66,0,9,2,0,27,2,2,1,0,0
0,0,4,51,0,0,1,0,25,2,0,1,0,0
1,0,2,59,0,17,9,1,32,2,3,0,0,0
0,0,4,49,0,8,2,0,23,2,2,0,0,0
0,0,3,71,0,16,4,0,31,2,3,0,1,0
0,0,2,61,0,8,6,0,31,2,3,0,0,0
1,0,4,55,0,2,4,0,32,2,4,0,0,1
0,0,2,61,0,23,7,0,34,0,4,1,0,0
1,0,3,72,1,0,8,0,33,0,2,0,1,0
0,0,4,46,0,0,21,0,52,0,2,0,0,0
0,0,2,67,0,5,5,0,31,2,4,0,1,0
0,0,2,56,0,29,12,1,44,0,4,0,0,0
0,0,3,69,0,29,9,1,39,0,2,0,1,0
0,0,4,46,0,10,1,2,25,0,0,0,0,0
0,0,1,83,0,16,14,0,41,2,2,1,1,0
1,1,2,53,0,0,3,2,38,2,4,1,0,0
1,0,1,83,0,30,3,0,28,2,4,0,1,0
1,0,4,48,0,30,6,0,30,2,1,0,0,0
1,0,2,60,1,1,6,0,29,0,4,1,0,1
0,0,5,79,1,3,10,0,40,2,1,0,1,0
1,0,2,62,1,16,6,0,32,0,4,0,0,0
0,0,7,61,0,1,5,0,31,2,4,0,0,0
1,0,5,81,0,32,4,0,28,0,3,0,1,0
1,0,3,70,0,7,2,1,41,0,4,0,1,0
0,0,4,55,0,26,8,0,30,0,3,0,0,0
1,0,1,80,0,13,4,0,49,0,4,0,1,0
1,1,3,70,1,9,4,0,29,0,2,0,1,0
0,0,3,66,0,7,2,1,46,0,1,0,0,0
1,0,2,55,0,3,3,2,35,0,2,0,0,0
0,0,4,51,0,8,1,0,24,2,2,0,0,0
1,0,5,80,0,12,6,1,32,0,3,0,1,0
1,0,5,78,0,1,3,0,28,2,3,1,1,1
0,0,2,57,1,7,3,0,28,2,2,0,0,0
0,0,3,70,1,28,1,0,31,2,1,0,1,0
0,0,4,51,0,0,13,1,51,0,2,0,0,0
0,0,4,49,1,0,6,1,33,0,1,0,0,0
0,0,4,50,0,27,7,0,41,2,2,0,0,0
1,0,5,78,0,0,1,0,26,1,0,0,1,0
1,0,2,73,0,0,2,0,33,2,3,1,1,1
0,0,5,75,0,8,4,1,33,0,3,0,1,0
1,0,2,61,0,6,5,0,35,2,4,0,0,0
0,0,4,47,0,3,6,2,29,0,1,0,0,0
1,1,5,80,0,7,5,0,35,2,4,0,1,1
0,0,6,49,1,0,16,1,46,0,4,0,0,0
0,0,2,58,1,1,10,0,35,0,4,0,0,0
0,0,4,51,0,32,6,0,29,2,2,0,0,0
1,0,4,50,0,8,7,2,30,2,3,0,0,0
0,0,2,56,0,28,1,0,27,2,3,0,0,0
0,0,5,81,0,16,7,0,31,2,1,0,1,0
1,0,1,79,0,12,8,1,34,2,4,1,1,0
0,0,4,46,0,2,8,0,36,2,1,0,0,0
1,0,4,53,0,7,2,1,40,2,2,0,0,0
1,0,2,65,0,1,15,1,45,0,4,0,0,0
1,0,4,51,0,17,7,2,39,0,4,0,0,0
1,0,1,85,0,2,4,0,26,0,3,1,1,0
0,0,4,54,0,7,3,2,24,2,2,0,0,0
0,0,6,45,1,0,7,0,60,0,2,0,0,0
0,0,1,80,0,8,5,1,32,2,2,1,1,0
0,0,1,88,0,1,3,0,29,0,4,1,1,1
1,0,3,98,0,0,1,0,34,0,0,0,1,1
1,0,2,61,0,21,7,0,33,0,4,0,0,0
0,0,4,47,0,30,4,1,36,0,2,0,0,0
0,0,4,52,1,0,8,0,34,2,1,0,0,0
0,0,3,71,1,0,3,1,40,2,3,0,1,0
1,0,2,56,0,0,11,0,53,2,4,0,0,0
1,0,5,83,0,0,3,0,35,0,3,1,1,1
0,0,4,48,0,1,6,0,47,2,2,0,0,0
0,0,2,61,0,21,3,0,27,2,2,0,0,0
0,0,2,58,1,0,6,0,40,2,2,1,0,0
1,0,5,81,1,2,8,1,36,2,3,0,1,0
0,0,1,85,1,0,7,0,36,2,4,0,1,0
1,0,2,57,1,7,10,1,37,2,4,0,0,0
1,0,5,77,0,3,4,0,31,2,3,0,1,0
0,0,1,85,0,1,12,1,43,0,2,1,1,0
1,0,4,52,0,0,2,2,27,0,4,0,0,0
1,0,3,69,1,32,1,0,25,2,0,0,1,0
0,0,3,71,0,1,1,0,30,2,0,0,1,0
0,0,1,85,0,19,4,1,30,0,2,0,1,0
0,0,6,48,0,3,12,1,38,0,2,0,0,0
0,0,1,92,0,27,5,0,30,0,4,0,1,0
0,0,3,69,0,13,7,0,36,0,1,1,1,0
0,0,4,51,0,0,17,0,46,0,1,1,0,0
0,0,3,67,0,25,8,0,39,0,4,0,0,0
0,0,4,46,0,13,8,0,41,2,1,0,0,0
1,0,4,50,0,13,8,0,33,0,2,0,0,0
1,0,2,62,0,0,2,0,27,2,3,0,0,0
1,0,4,50,0,14,2,1,32,2,2,0,0,0
1,0,3,71,0,1,4,1,40,2,3,0,1,0
0,0,4,48,0,32,3,0,31,0,2,0,0,0
0,0,4,51,0,14,3,0,31,2,1,0,0,0
0,0,0,61,0,12,7,1,40,2,1,0,0,0
1,0,6,47,0,21,3,0,33,2,2,0,0,0
0,0,1,89,0,20,7,0,31,2,3,1,1,0
0,0,5,82,1,1,7,0,31,2,2,1,1,0
1,1,1,89,0,6,3,0,27,2,2,0,1,0
0,0,4,50,1,23,6,1,39,0,1,0,0,0
1,1,5,75,0,1,3,0,32,2,3,0,1,0
0,0,4,47,0,10,8,0,34,2,1,0,0,0
0,0,5,77,1,7,7,0,31,0,2,1,1,0
1,0,2,58,0,8,6,0,30,2,4,0,0,0
1,0,2,64,0,17,16,1,46,0,4,1,0,0
1,0,2,59,0,16,6,0,33,2,4,0,0,0
1,0,2,61,0,25,10,0,39,0,4,0,0,0
1,0,6,48,0,9,6,1,32,2,2,0,0,0
1,0,1,79,1,1,5,0,28,0,3,0,1,0
0,0,4,47,0,1,2,0,29,0,3,3,0,0
1,0,1,85,0,8,14,0,48,2,2,0,1,0
0,0,7,57,0,1,4,0,30,2,1,0,0,0
0,0,5,78,1,3,12,1,40,0,3,0,1,0
0,0,1,83,0,31,7,0,30,2,1,1,1,0
0,0,4,49,1,3,1,0,28,2,0,1,0,0
1,0,5,82,0,2,6,1,34,0,4,0,1,0
0,0,4,47,0,12,4,0,26,2,2,0,0,0
0,0,1,82,0,0,9,0,37,2,4,0,1,0
0,0,4,51,0,18,20,0,48,2,4,0,0,0
0,0,2,61,0,1,7,1,39,2,1,0,0,0
0,0,3,69,0,7,9,1,38,0,1,0,1,0
1,0,4,48,0,0,7,1,47,2,4,0,0,0
0,0,8,87,0,0,16,0,49,0,2,0,1,0
0,0,4,53,0,29,3,0,27,2,1,3,0,0
1,0,1,83,0,2,1,0,28,0,1,1,1,0
0,0,5,81,0,11,3,0,26,0,1,0,1,0
0,0,2,62,1,31,8,0,35,0,1,0,0,0
0,0,3,73,0,7,8,0,32,2,2,0,1,0
0,0,4,49,0,30,2,1,36,2,2,0,0,0
1,0,2,62,0,25,10,0,35,2,3,0,0,0
0,0,4,49,0,25,15,0,41,2,2,0,0,0
1,0,1,82,0,27,7,0,30,0,3,0,1,0
1,0,2,62,0,27,3,0,27,2,4,0,0,0
1,0,4,47,0,27,6,0,34,2,2,0,0,1
0,0,5,83,1,15,1,0,27,0,0,0,1,0
0,0,4,52,0,10,5,0,36,0,2,0,0,0
1,0,1,82,0,1,1,2,26,0,0,0,1,0
1,0,3,68,1,0,10,0,39,0,2,0,1,1
0,0,4,52,0,15,7,0,34,2,3,0,0,0
1,0,3,65,1,24,8,1,41,0,4,0,0,0
0,0,2,60,0,18,2,0,46,2,2,0,0,0
0,0,5,80,0,0,1,0,23,2,0,0,1,0
0,0,4,50,0,1,12,0,38,0,2,0,0,0
0,0,2,61,0,32,7,0,32,0,3,0,0,0
1,0,2,61,0,7,5,0,48,2,4,0,0,0
1,0,5,78,1,3,3,3,24,2,3,1,1,0
1,0,2,56,1,21,5,0,29,0,1,0,0,1
1,0,2,58,1,20,2,0,30,2,3,0,0,0
0,0,0,67,1,0,9,0,42,2,4,0,1,0
0,0,2,56,1,1,11,1,57,2,2,0,0,0
1,0,3,71,0,7,2,0,31,2,3,0,1,0
1,0,2,58,0,20,3,0,33,2,4,1,0,0
0,0,5,80,0,3,11,0,42,2,1,1,1,0
0,0,1,81,0,16,2,0,24,2,2,0,1,0
0,0,8,86,0,0,2,0,27,2,4,1,1,0
0,0,2,63,0,13,5,1,32,2,2,0,0,0
0,0,2,59,0,8,9,0,34,2,4,1,0,0
0,1,2,64,0,0,8,1,36,2,1,0,0,0
0,0,2,54,0,22,3,3,26,2,4,0,0,0
0,0,4,49,0,9,5,1,33,0,2,1,0,0
0,0,3,70,1,1,2,0,25,0,2,1,1,0
1,0,5,84,1,16,1,0,26,0,0,0,1,0
1,0,3,70,1,23,3,0,29,2,2,0,1,0
0,0,4,52,0,2,5,0,31,0,2,1,0,0
1,0,1,83,0,1,1,0,26,2,0,1,1,0
1,0,4,44,0,7,5,0,29,0,4,0,0,1
0,0,3,71,1,7,16,1,45,2,2,0,1,0
0,0,2,59,0,17,8,1,39,2,1,1,0,0
0,0,5,80,0,19,3,0,29,0,2,0,1,0
0,0,6,46,1,0,4,1,45,2,2,0,0,0
0,0,2,58,0,20,6,0,31,0,4,0,0,0
1,0,4,46,0,23,7,1,46,0,2,0,0,0
0,1,2,54,0,1,10,1,35,2,2,0,0,0
1,0,3,74,0,0,10,1,34,2,4,0,1,0
0,0,3,99,1,1,3,0,26,0,4,0,1,1
0,0,4,51,0,15,9,1,32,2,2,0,0,0
1,0,7,58,1,1,1,0,27,2,0,0,0,0
0,0,5,78,1,0,7,1,50,0,2,1,1,0
1,0,3,66,1,7,2,0,35,0,3,0,0,0
0,0,3,68,0,31,8,0,36,2,2,0,1,0
0,0,4,48,0,30,9,1,36,2,3,0,0,0
0,0,4,50,1,25,8,0,36,2,1,0,0,0
0,0,2,61,0,25,8,0,33,0,4,0,0,0
0,0,4,53,1,20,3,0,28,0,4,0,0,0
1,0,2,57,0,0,9,0,38,2,4,0,0,0
0,0,3,69,1,4,8,1,33,0,2,0,1,0
0,0,1,86,0,0,1,0,31,0,0,0,1,0
0,0,8,83,0,13,3,0,30,0,2,0,1,0
0,0,3,71,0,3,10,0,37,0,1,0,1,0
0,0,6,49,0,12,7,0,33,0,2,0,0,0
0,0,6,45,0,3,5,0,32,2,4,0,0,0
1,0,1,88,0,7,3,1,34,2,3,0,1,0
0,0,4,46,0,17,5,0,34,2,3,0,0,0
0,0,4,50,0,30,5,1,39,0,3,0,0,0
1,0,2,58,0,3,4,0,35,2,2,1,0,0
0,0,2,60,1,25,10,1,44,2,1,0,0,0
0,0,2,61,0,3,3,1,40,0,2,0,0,0
1,1,3,68,1,22,4,0,28,2,4,0,1,0
0,0,2,59,1,1,3,0,34,1,4,0,0,0
0,0,3,67,0,0,1,0,26,2,0,1,1,0
0,0,1,86,0,1,1,0,20,2,2,0,1,0
0,0,2,61,1,0,3,0,29,2,2,0,0,0
0,0,1,83,0,16,2,0,31,0,1,1,1,0
1,1,4,53,1,0,1,2,24,2,0,0,0,0
1,0,6,47,0,1,1,3,22,2,0,0,0,0
1,0,5,84,0,0,2,0,37,2,2,1,1,0
0,0,4,52,0,0,10,1,37,0,1,1,0,0
0,0,2,58,0,17,3,0,31,2,2,0,0,0
0,0,5,86,1,0,1,0,20,0,0,0,1,0
1,0,3,67,0,2,6,0,30,2,4,0,1,1
0,0,3,71,1,3,18,1,49,2,1,0,1,0
0,0,5,83,1,7,12,0,42,0,2,0,1,0
1,1,3,70,0,0,4,0,39,0,2,1,1,0
1,0,2,61,1,13,7,0,31,2,2,0,0,0
0,0,3,70,0,18,6,0,29,2,3,0,1,0
0,0,0,62,0,3,9,0,33,2,2,0,0,0
0,0,5,78,0,21,6,0,29,0,3,1,1,0
0,0,3,67,0,26,7,0,30,2,1,0,1,0
1,0,2,94,0,2,6,0,31,2,4,0,1,1
1,0,4,51,0,24,12,1,42,2,4,0,0,0
0,0,3,68,1,0,2,0,27,2,2,0,1,0
0,0,1,88,0,9,3,1,34,2,4,0,1,0
1,0,2,55,1,32,6,0,31,2,2,0,0,0
1,0,2,59,0,4,3,1,33,0,1,0,0,1
1,0,4,46,0,17,4,0,38,2,1,0,0,0
0,0,0,61,0,18,3,0,25,2,4,1,0,0
1,0,2,54,0,0,18,1,55,2,3,1,0,0
1,0,6,52,0,8,4,0,28,0,4,0,0,0
0,0,2,61,1,29,12,1,39,0,2,0,0,0
1,0,2,56,0,11,13,1,41,2,4,0,0,0
0,0,4,49,0,20,4,0,27,2,4,0,0,0
0,0,2,62,1,22,4,1,35,2,2,0,0,0
0,0,1,88,0,28,4,0,29,2,3,0,1,0
